name,type,category,power,accuracy,flavor
Rollout,Rock,Physical,30,90,Attacks 5 turns with rising power.|An attack lasting 5 turns with rising intensity.|A 5-turn rolling attack that becomes stronger each time it hits.|The user continually rolls into the foe over five turns. It becomes stronger each time it hits.|The user continually rolls into the target over five turns. It becomes stronger each time it hits.|The user continually rolls into the target over five turns. It becomes more powerful each time it hits.
False Swipe,Normal,Physical,40,100,Leaves the foe with at least 1HP.|An attack that leaves the foe with at least 1 HP.|A restrained attack that always leaves the foe with at least 1 HP.|A restrained attack that prevents the foe from fainting. The target is left with at least 1 HP.|A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.
Swagger,Normal,Status,0,85,"Causes confusion and raises ATTACK.|Confuses the foe, but also sharply raises ATTACK.|A move that makes the foe confused, but also sharply raises its ATTACK.|The user enrages the foe into confusion. However, it also sharply raises the foe’s Attack stat.|The user enrages and confuses the target. However, it also sharply raises the target’s Attack stat.|The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat."
Milk Drink,Normal,Status,0,100,Restores HP by 1/2 the max HP.|Recovers up to half the user’s maximum HP.|Heals the user by up to half its full HP. It can be used to heal an ally.|The user restores its own HP by up to half of its maximum HP. It may also be used to heal an ally’s HP.|The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.|The user restores its own HP by up to half of its max HP. May also be used in the field to heal HP.|The user restores its own HP by up to half of its max HP.
Spark,Electric,Physical,65,100,An attack that may cause paralysis.|An electrified tackle that may paralyze the foe.|An electrically charged tackle that may also paralyze the foe.|The user throws an electrically charged tackle at the foe. It may also leave the target paralyzed.|The user throws an electrically charged tackle at the target. It may also leave the target with paralysis.|The user throws an electrically charged tackle at the target. This may also leave the target with paralysis.
Fury Cutter,Bug,Physical,40,95,Successive hits raise power.|An attack that intensifies on each successive hit.|An attack that grows stronger on each successive hit.|The foe is slashed with scythes or claws. Its power increases if it hits in succession.|The target is slashed with scythes or claws. Its power increases if it hits in succession.|The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession.
Steel Wing,Steel,Physical,70,90,Stiff wings strike the foe.|Strikes the foe with hard wings spread wide.|The foe is hit with wings of steel. It may also raise the user’s DEFENSE.|The foe is hit with wings of steel. It may also raise the user’s Defense stat. |The target is hit with wings of steel. It may also raise the user’s Defense stat.|The target is hit with wings of steel. This may also raise the user’s Defense stat.
Mean Look,Normal,Status,0,100,"Prevents fleeing or switching.|Fixes the foe with a mean look that prevents escape.|The foe is fixed with a mean look that prevents it from escaping.|The user affixes the foe with a dark, arresting look. The target becomes unable to flee.|The user pins the target with a dark, arresting look. The target becomes unable to flee."
Attract,Normal,Status,0,100,"Makes the opposite gender infatuated.|Makes the opposite gender less likely to attack.|If it is the other gender, the foe is made infatuated and unlikely to attack.|If it is the opposite gender of the user, the foe becomes infatuated and less likely to attack.|If it is the opposite gender of the user, the target becomes infatuated and less likely to attack."
Sleep Talk,Normal,Status,0,100,"Randomly attacks while asleep.|Uses an own move randomly while asleep.|Uses an available move randomly while asleep.|While asleep, the user randomly uses one of the moves it knows.|While it is asleep, the user randomly uses one of the moves it knows. |While it is asleep, the user randomly uses one of the moves it knows."
Heal Bell,Normal,Status,0,100,Eliminates all status problems.|Chimes soothingly to heal all status abnormalities.|A soothing bell chimes to heal the status problems of all allies.|The user makes a soothing bell chime to heal the status problems of all the party Pokémon.|The user makes a soothing bell chime to heal the status conditions of all the party Pokémon.
Return,Normal,Physical,0,100,"An attack that is based on loyalty.|An attack that increases in power with friendship.|This attack move grows more powerful the more the user likes its TRAINER.|A full-power attack that grows more powerful the more the user likes its Trainer.|This full-power attack grows more powerful the more the user likes its Trainer.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Present,Normal,Physical,0,90,"A bomb that may restore HP.|A gift in the form of a bomb. May restore HP.|The foe is given a booby-trapped gift. It restores HP sometimes, however.|The user attacks by giving the foe a booby-trapped gift. It restores HP sometimes, however.|The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however."
Frustration,Normal,Physical,0,100,"An attack based on lack of loyalty.|An attack that is stronger if the TRAINER is disliked.|This attack move grows more powerful the less the user likes its TRAINER.|A full-power attack that grows more powerful the less the user likes its Trainer.|This full-power attack grows more powerful the less the user likes its Trainer.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Safeguard,Normal,Status,0,100,Prevents all status problems.|A mystical force prevents all status problems.|It protects the user’s party from all status problems for five turns.|The user creates a protective field that prevents status problems for five turns.|The user creates a protective field that prevents status conditions for five turns.
Pain Split,Normal,Status,0,100,"Adds user & foe's HPs. Shares total.|Adds the user and foe’s HP, then shares them equally.|The user adds its HP to the foe’s HP, then equally shares the total HP.|The user adds its HP to the foe’s HP, then equally shares the combined HP with the foe.|The user adds its HP to the target’s HP, then equally shares the combined HP with the target."
Sacred Fire,Fire,Physical,100,95,An attack that may inflict a burn.|A mystical fire attack that may inflict a burn.|A mystical and powerful fire attack that may inflict a burn.|The foe is razed with a mystical fire of great intensity. It may also leave the target with a burn.|The target is razed with a mystical fire of great intensity. It may also leave the target with a burn.|The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.
