name,abilities,moves,levels,tms,trs
Sceptile,Overgrow-Unburden,Absorb-Dual Chop-Fury Cutter-Leaf Storm-Leer-Night Slash-Pound-Quick Attack-Mega Drain-Pursuit-Leaf Blade-Agility-Slam-Detect-X Scissor-False Swipe-Quick Guard-Screech,1-1-1-1-1-1-1-1-13-18-23-28-33-39-45-51-57-69,1-2-5-6-10-11-15-17-20-21-22-26-27-31-32-39-40-42-44-45-47-48-52-53-54-56-59-62-68-75-78-80-81-86-87-88-90-96-100,0-1-7-10-12-20-24-26-27-31-32-47-50-51-59-60-62-64-65-71-77-86-95
Torchic,Blaze-Speed Boost,Growl-Scratch-Ember-Sand Attack-Peck-Fire Spin-Quick Attack-Flame Burst-Focus Energy-Slash-Mirror Move-Flamethrower,1-1-5-10-14-19-23-28-32-37-41-46,1-6-10-11-17-21-27-32-35-38-39-40-42-43-44-45-48-49-50-61-65-75-80-87-88-90-100,0-1-2-7-12-13-15-20-21-26-27-29-36-43-55-85
Combusken,Blaze-Speed Boost,Double Kick-Ember-Growl-Sand Attack-Scratch-Peck-Flame Charge-Quick Attack-Bulk Up-Focus Energy-Slash-Mirror Move-Sky Uppercut-Flare Blitz,1-1-1-1-1-14-20-25-31-36-42-47-53-58,1-6-8-10-11-17-21-27-31-32-35-38-39-40-42-43-44-45-47-48-49-50-52-56-61-65-75-80-84-87-88-90-100,0-1-2-7-12-13-15-20-21-26-27-29-36-41-43-48-55-57-64-85
Mega Blaziken,Blaze-Speed Boost,Blaze Kick-Double Kick-Ember-Fire Punch-Flare Blitz-Growl-High Jump Kick-Sand Attack-Scratch-Peck-Flame Charge-Quick Attack-Bulk Up-Focus Energy-Slash-Brave Bird-Sky Uppercut,1-1-1-1-1-1-1-1-1-14-20-25-31-37-44-50-57,1-5-6-8-10-11-15-17-21-22-26-27-31-32-35-38-39-40-42-43-44-45-47-48-49-50-52-56-61-62-65-68-71-75-78-80-84-87-88-90-100,0-1-2-7-10-12-13-15-20-21-26-27-29-36-39-41-43-48-55-56-57-64-66-75-85-88
Blaziken,Blaze-Speed Boost,Blaze Kick-Double Kick-Ember-Fire Punch-Flare Blitz-Growl-High Jump Kick-Sand Attack-Scratch-Peck-Flame Charge-Quick Attack-Bulk Up-Focus Energy-Slash-Brave Bird-Sky Uppercut,1-1-1-1-1-1-1-1-1-14-20-25-31-37-44-50-57,1-5-6-8-10-11-15-17-21-22-26-27-31-32-35-38-39-40-42-43-44-45-47-48-49-50-52-56-61-62-65-68-71-75-78-80-84-87-88-90-100,0-1-2-7-10-12-13-15-20-21-26-27-29-36-39-41-43-48-55-56-57-64-66-75-85-88
Mudkip,Torrent-Damp,Growl-Tackle-Water Gun-Mud Slap-Foresight-Bide-Mud Sport-Rock Throw-Protect-Whirlpool-Take Down-Hydro Pump-Endeavor,1-1-4-9-12-17-20-25-28-33-36-41-44,1-6-7-10-13-14-17-18-21-27-32-34-39-42-44-45-48-49-55-80-87-88-90-94-98-100,1-3-4-5-6-7-16-17-20-26-27-31-35-39-67-78-84-85
Marshtomp,Torrent-Damp,Growl-Mud Shot-Mud Slap-Tackle-Water Gun-Foresight-Bide-Mud Bomb-Rock Slide-Protect-Muddy Water-Take Down-Earthquake-Endeavor,1-1-1-1-1-4-9-12-18-22-28-32-38-42-48-52,1-6-7-10-13-14-17-18-21-26-27-31-32-34-39-42-44-45-48-49-55-56-78-80-87-88-90-94-98-100,1-3-4-5-6-7-10-16-17-20-26-27-31-35-39-45-67-76-78-84-85
Swampert,Torrent-Damp,Growl-Hammer Arm-Mud Shot-Mud Slap-Tackle-Water Gun-Foresight-Mud Bomb-Rock Slide-Protect-Muddy Water-Take Down-Earthquake-Endeavor,1-1-1-1-1-1-12-18-22-28-32-39-44-51-56,1-5-6-7-10-13-14-15-17-18-21-26-27-31-32-34-39-42-44-45-48-49-52-55-56-68-71-78-80-87-88-90-94-98-100,1-3-4-5-6-7-10-16-17-20-24-26-27-31-35-39-45-48-64-67-75-76-78-84-85-93-94-98-99
Mega Swampert,Torrent-Damp,Growl-Hammer Arm-Mud Shot-Mud Slap-Tackle-Water Gun-Foresight-Mud Bomb-Rock Slide-Protect-Muddy Water-Take Down-Earthquake-Endeavor,1-1-1-1-1-1-12-18-22-28-32-39-44-51-56,1-5-6-7-10-13-14-15-17-18-21-26-27-31-32-34-39-42-44-45-48-49-52-55-56-68-71-78-80-87-88-90-94-98-100,1-3-4-5-6-7-10-16-17-20-24-26-27-31-35-39-45-48-64-67-75-76-78-84-85-93-94-98-99
Poochyena,Run Away-Quick Feet-Rattled,Tackle-Howl-Sand Attack-Bite-Odor Sleuth-Roar-Swagger-Assurance-Scary Face-Embargo-Taunt-Crunch-Yawn-Take Down-Sucker Punch-Play Rough,1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46,5-6-10-11-12-17-18-21-27-30-32-41-42-44-45-46-48-63-66-87-88-90-95-97-100,
Mightyena,Intimidate-Quick Feet-Moxie,Snarl-Fire Fang-Crunch-Ice Fang-Howl-Tackle-Sand Attack-Bite-Thief-Thunder Fang-Odor Sleuth-Roar-Swagger-Assurance-Scary Face-Embargo-Taunt-Yawn-Take Down-Sucker Punch-Play Rough,0-1-1-1-1-1-1-1-1-1-13-16-20-24-28-32-36-44-48-52-56,5-6-10-11-12-15-17-18-21-27-30-32-41-42-44-45-46-48-63-66-68-87-88-90-95-97-100,
Galarian Zigzagoon,Pickup-Gluttony-Quick Feet,Leer-Tackle-Sand Attack-Lick-Snarl-Headbutt-Baby Doll Eyes-Pin Missile-Rest-Take Down-Scary Face-Counter-Taunt-Double Edge,1-1-3-6-9-12-15-18-21-24-27-30-33-36,,1-4-5-6-8-9-20-26-27-31-33-37-38-42-59-73-77-85
Zigzagoon,Pickup-Gluttony-Quick Feet,Tackle-Growl-Tail Whip-Sand Attack-Headbutt-Baby Doll Eyes-Odor Sleuth-Mud Sport-Pin Missile-Covet-Bestow-Flail-Take Down-Rest-Belly Drum-Fling,1-1-5-7-11-12-13-17-19-23-25-29-31-35-37-41,1-6-10-11-13-14-17-18-21-24-25-27-30-32-42-44-45-46-48-49-56-57-73-86-87-88-90-94-100,1-4-5-6-8-9-20-26-27-31-33-38-42-59-73-77-85
Linoone,Pickup-Gluttony-Quick Feet,Tail Whip-Tackle-Sand Attack-Rototiller-Play Rough-Growl-Switcheroo-Headbutt-Odor Sleuth-Mud Sport-Fury Swipes-Covet-Bestow-Slash-Double Edge-Rest-Belly Drum-Fling,1-1-1-1-1-1-1-11-13-17-19-24-27-32-35-40-43-48,1-5-6-10-11-13-14-15-17-18-21-24-25-27-30-32-42-44-45-46-48-49-56-57-65-68-73-86-87-88-90-94-100,1-4-5-6-8-9-20-26-27-31-33-38-42-59-73-77-85-90-95
Galarian Linoone,Pickup-Gluttony-Quick Feet,Baby Doll Eyes-Leer-Lick-Night Slash-Pin Missile-Sand Attack-Switcheroo-Tackle-Snarl-Headbutt-Hone Claws-Fury Swipes-Rest-Take Down-Scary Face-Counter-Taunt-Double Edge,1-1-1-1-1-1-1-1-9-12-15-18-23-28-33-38-43-48,,1-4-5-6-8-9-20-26-27-31-33-37-38-42-59-73-77-85-95-99
Wurmple,Shield Dust-Run Away,Tackle-String Shot-Poison Sting-Bug Bite,1-1-5-15,,
Silcoon,Shed Skin,Harden,0,,
Beautifly,Swarm-Rivalry,Gust-Absorb-Stun Spore-Morning Sun-Air Cutter-Mega Drain-Silver Wind-Attract-Whirlwind-Giga Drain-Bug Buzz-Rage-Quiver Dance,0-12-15-17-20-22-25-27-30-32-35-37-40,6-9-10-11-15-17-19-20-21-22-27-29-30-32-40-42-44-45-46-48-53-62-68-83-87-88-89-90-100,
Cascoon,Shed Skin,Harden,0,,
Dustox,Shield Dust-Compound Eyes,Gust-Confusion-Poison Powder-Moonlight-Venoshock-Psybeam-Silver Wind-Light Screen-Whirlwind-Toxic-Bug Buzz-Protect-Quiver Dance,0-12-15-17-20-22-25-27-30-32-35-37-40,6-9-10-11-15-16-17-19-21-22-27-29-30-32-36-40-42-44-45-46-48-53-62-68-83-87-88-89-90-100,
Lotad,Swift Swim-Rain Dish-Own Tempo,Astonish-Growl-Absorb-Bubble-Natural Gift-Mist-Mega Drain-Bubble Beam-Nature Power-Rain Dance-Giga Drain-Zen Headbutt-Energy Ball,1-3-6-9-12-15-18-21-24-27-30-33-36,6-7-10-11-13-14-17-18-21-22-27-32-42-44-45-46-48-49-53-55-75-86-87-88-90-94-96-100,0-1-4-5-6-20-26-27-35-59-65-69-77-84
Lombre,Swift Swim-Rain Dish-Own Tempo,Astonish-Growl-Absorb-Bubble-Fury Swipes-Fake Out-Water Sport-Bubble Beam-Nature Power-Uproar-Knock Off-Zen Headbutt-Hydro Pump,1-3-6-9-12-16-20-24-28-32-36-40-44,6-7-10-11-13-14-17-18-21-22-27-31-32-42-44-45-46-48-49-53-55-56-75-86-87-88-90-94-96-98-100,0-1-3-4-5-6-16-20-26-27-30-35-42-45-59-65-69-77-84
Ludicolo,Swift Swim-Rain Dish-Own Tempo,Nature Power-Astonish-Growl-Mega Drain,1-1-1-1,6-7-10-11-13-14-15-17-18-21-22-27-31-32-42-44-45-46-48-49-52-53-55-56-68-75-86-87-88-90-94-96-98-100,0-1-3-4-5-6-14-16-17-20-26-27-30-35-42-45-59-64-65-69-71-77-84
Seedot,Chlorophyll-Early Bird-Pickpocket,Bide-Harden-Growth-Nature Power-Synthesis-Sunny Day-Explosion,1-3-9-15-21-27-33,6-10-11-17-21-22-27-30-32-42-44-45-48-53-54-64-75-86-87-88-90-96-100,0-1-17-20-26-27-33-59-65-68-77-81
Nuzleaf,Chlorophyll-Early Bird-Pickpocket,Razor Leaf-Pound-Harden-Growth-Torment-Fake Out-Nature Power-Razor Wind-Feint Attack-Leaf Blade-Swagger-Extrasensory,0-1-3-6-9-12-16-20-24-28-32-36,6-10-11-15-17-21-22-27-30-31-32-39-41-42-44-45-46-47-48-53-54-56-63-64-66-75-77-80-86-87-88-90-95-96-97-100,0-1-7-17-20-26-27-33-50-58-59-65-68-77-81
Shiftry,Chlorophyll-Early Bird-Pickpocket,Feint Attack-Nasty Plot-Whirlwind-Razor Leaf-Leaf Tornado-Hurricane-Leaf Storm,1-1-1-1-20-32-44,6-10-11-15-17-21-22-27-30-31-32-39-40-41-42-44-45-46-47-48-52-53-54-56-59-63-64-66-68-75-77-80-81-86-87-88-90-95-96-97-100,0-1-7-17-20-26-27-33-36-50-58-59-60-64-65-68-71-77-81-89-95
Taillow,Guts-Scrappy,Peck-Growl-Focus Energy-Quick Attack-Wing Attack-Double Team-Aerial Ace-Quick Guard-Agility-Air Slash-Endeavor-Brave Bird-Reversal,1-1-5-9-13-17-21-25-29-33-37-41-45,1-6-10-11-17-18-19-21-27-32-40-42-44-45-46-48-49-51-76-87-88-89-90-100,
Swellow,Guts-Scrappy,Quick Attack-Pluck-Focus Energy-Peck-Brave Bird-Air Slash-Growl-Wing Attack-Double Team-Aerial Ace-Quick Guard-Agility-Endeavor-Reversal,1-1-1-1-1-1-1-13-17-21-27-33-45-57,1-6-10-11-15-17-18-19-21-27-32-40-42-44-45-46-48-49-51-68-76-87-88-89-90-100,
Wingull,Keen Eye-Hydration-Rain Dish,Water Gun-Growl-Supersonic-Wing Attack-Mist-Water Pulse-Quick Attack-Air Cutter-Pursuit-Aerial Ace-Roost-Agility-Air Slash-Hurricane,1-1-5-8-12-15-19-22-26-29-33-36-40-43,6-7-10-13-14-17-18-19-21-27-32-40-42-44-45-46-48-49-51-55-76-87-88-89-90-100,5-6-12-20-26-27-35-84-89-98
Pelipper,Keen Eye-Drizzle-Rain Dish,Protect-Wing Attack-Water Gun-Hydro Pump-Soak-Tailwind-Water Sport-Hurricane-Growl-Supersonic-Mist-Water Pulse-Payback-Brine-Fling-Spit Up-Stockpile-Swallow-Roost,0-1-1-1-1-1-1-1-1-5-12-15-19-22-28-33-33-33-39,6-7-10-13-14-15-17-18-19-21-27-32-40-42-44-45-46-48-49-51-55-56-58-66-68-76-87-88-89-90-94-100,3-4-5-6-12-20-26-27-35-59-66-73-84-89-98
Ralts,Synchronize-Trace-Telepathy,Growl-Confusion-Double Team-Teleport-Disarming Voice-Lucky Chant-Magical Leaf-Heal Pulse-Draining Kiss-Calm Mind-Psychic-Imprison-Future Sight-Charm-Hypnosis-Dream Eater-Stored Power,1-4-6-9-11-14-17-19-22-24-27-29-32-34-37-39-42,3-4-6-10-11-12-16-17-18-20-21-24-27-29-30-32-33-41-42-44-45-46-48-49-56-57-61-73-77-85-86-87-88-90-92-99-100,1-8-11-20-25-26-27-30-33-34-37-38-40-42-49-69-77-82-83-92
Kirlia,Synchronize-Trace-Telepathy,Confusion-Teleport-Double Team-Growl-Disarming Voice-Lucky Chant-Magical Leaf-Heal Pulse-Draining Kiss-Calm Mind-Psychic-Imprison-Future Sight-Charm-Hypnosis-Dream Eater-Stored Power,1-1-1-1-11-14-17-19-23-26-30-33-37-40-44-47-51,3-4-6-10-11-12-16-17-18-20-21-24-27-29-30-32-33-41-42-44-45-46-48-49-56-57-61-73-77-85-86-87-88-90-92-99-100,1-8-11-20-25-26-27-30-33-34-37-38-40-42-49-69-77-82-83-92
Mega Gardevoir,Pixilate,Healing Wish-Moonblast-Misty Terrain-Confusion-Teleport-Stored Power-Double Team-Growl-Disarming Voice-Wish-Magical Leaf-Heal Pulse-Draining Kiss-Calm Mind-Psychic-Imprison-Future Sight-Captivate-Hypnosis-Dream Eater,1-1-1-1-1-1-1-1-11-14-17-19-23-26-31-35-40-44-49-53,3-4-6-10-11-12-15-16-17-18-20-21-24-27-29-30-32-33-41-42-44-45-46-48-49-52-53-56-57-61-68-73-77-85-86-87-88-90-92-99-100,1-8-11-20-25-26-27-30-33-34-37-38-40-42-49-64-65-69-77-82-83-92
Gardevoir,Synchronize-Trace-Telepathy,Healing Wish-Moonblast-Misty Terrain-Confusion-Teleport-Stored Power-Double Team-Growl-Disarming Voice-Wish-Magical Leaf-Heal Pulse-Draining Kiss-Calm Mind-Psychic-Imprison-Future Sight-Captivate-Hypnosis-Dream Eater,1-1-1-1-1-1-1-1-11-14-17-19-23-26-31-35-40-44-49-53,3-4-6-10-11-12-15-16-17-18-20-21-24-27-29-30-32-33-41-42-44-45-46-48-49-52-53-56-57-61-68-73-77-85-86-87-88-90-92-99-100,1-8-11-20-25-26-27-30-33-34-37-38-40-42-49-64-65-69-77-82-83-92
Surskit,Swift Swim-Rain Dish,Bubble-Quick Attack-Sweet Scent-Water Sport-Bubble Beam-Agility-Mist-Haze-Aqua Jet-Baton Pass-Sticky Web,1-6-9-14-17-22-25-25-30-35-38,6-10-11-13-14-17-18-21-22-27-30-32-42-44-45-46-48-55-77-83-87-88-90-100,
Masquerain,Intimidate-Unnerve,Quick Attack-Bug Buzz-Sweet Scent-Whirlwind-Bubble-Quiver Dance-Ominous Wind-Water Sport-Gust-Air Cutter-Scary Face-Stun Spore-Silver Wind-Air Slash,1-1-1-1-1-1-1-1-17-22-22-26-32-38,6-10-11-13-14-15-17-18-19-21-22-27-30-32-40-42-44-45-46-48-53-55-68-77-83-87-88-89-90-100,
Shroomish,Effect Spore-Poison Heal-Quick Feet,Tackle-Absorb-Stun Spore-Leech Seed-Mega Drain-Headbutt-Poison Powder-Worry Seed-Giga Drain-Growth-Toxic-Seed Bomb-Spore,1-1-5-8-12-15-19-22-26-29-33-36-40,6-9-10-11-17-20-21-22-27-32-36-42-44-45-48-53-54-75-86-87-88-90-100,
Breloom,Effect Spore-Poison Heal-Technician,Mach Punch-Tackle-Leech Seed-Absorb-Stun Spore-Mega Drain-Headbutt-Feint-Counter-Force Palm-Mind Reader-Sky Uppercut-Seed Bomb-Dynamic Punch,0-1-1-1-1-12-15-19-22-28-33-39-44-50,1-6-8-9-10-11-15-17-20-21-22-27-31-32-36-39-42-44-45-47-48-52-53-54-56-68-71-75-80-86-87-88-90-100,
Slakoth,Truant,Yawn-Scratch-Encore-Slack Off-Feint Attack-Amnesia-Covet-Chip Away-Counter-Flail-Play Rough,1-1-6-9-14-17-22-25-30-33-38,1-6-8-10-11-13-14-17-18-21-22-24-25-27-30-31-32-35-38-39-40-42-44-45-48-56-65-80-87-88-90-100,
Vigoroth,Vital Spirit,Uproar-Reversal-Encore-Scratch-Focus Energy-Fury Swipes-Endure-Slash-Chip Away-Counter-Focus Punch,1-1-1-1-1-14-17-23-27-33-37,1-5-6-8-10-11-12-13-14-17-18-21-22-24-25-26-27-30-31-32-35-38-39-40-42-44-45-47-48-52-56-65-78-80-87-88-90-100,
Slaking,Truant,Swagger-Fling-Encore-Slack Off-Yawn-Punishment-Scratch-Hammer Arm-Feint Attack-Amnesia-Covet-Chip Away-Counter-Flail,0-1-1-1-1-1-1-1-14-17-23-27-33-39,1-5-6-8-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-30-31-32-35-38-39-40-42-44-45-47-48-52-56-60-65-68-78-80-87-88-90-100,
Nincada,Compound Eyes-Run Away,Harden-Scratch-Absorb-Sand Attack-Fury Swipes-Mud Slap-Metal Claw-Mind Reader-Bide-False Swipe-Dig,1-1-5-9-13-17-21-25-29-33-37,6-10-11-17-21-22-27-28-30-32-37-40-42-44-48-54-81-87-88-90-100,18-20-26-27-33-60-61
Ninjask,Speed Boost-Infiltrator,Fury Cutter-Screech-Double Team-Bug Bite-Harden-Sand Attack-Absorb-Scratch-Fury Swipes-Agility-Slash-Mind Reader-Baton Pass-Swords Dance-X Scissor,0-0-0-1-1-1-1-1-13-17-23-29-35-41-47,6-10-11-15-17-19-21-22-27-28-30-32-37-40-42-44-45-46-48-54-68-75-81-87-88-89-90-100,0-12-18-20-26-27-29-33-35-60-61
Shedinja,Wonder Guard,Harden-Sand Attack-Absorb-Scratch-Fury Swipes-Spite-Shadow Sneak-Mind Reader-Confuse Ray-Shadow Ball-Grudge-Heal Block-Phantom Force,1-1-1-1-13-17-21-25-29-33-37-41-45,6-10-11-15-17-21-22-27-28-30-32-37-40-42-44-46-48-54-61-65-68-81-85-87-88-90-100,12-18-20-26-27-33-38-60-61-83
Whismur,Soundproof-Rattled,Pound-Echoed Voice-Astonish-Howl-Screech-Supersonic-Stomp-Uproar-Roar-Rest-Sleep Talk-Hyper Voice-Synchronoise,1-4-8-11-15-18-22-25-29-32-36-39-43,1-5-6-10-11-13-14-17-18-21-22-27-30-32-35-38-42-44-45-48-49-56-87-88-90-100,1-2-5-6-15-20-26-27-33-35-42-69-85
Loudred,Soundproof-Scrappy,Bite-Astonish-Howl-Echoed Voice-Pound-Screech-Supersonic-Stomp-Uproar-Roar-Rest-Sleep Talk-Hyper Voice-Synchronoise,0-1-1-1-1-15-18-23-27-32-36-41-45-50,1-5-6-10-11-12-13-14-17-18-21-22-23-26-27-30-31-32-35-38-39-41-42-44-45-48-49-50-56-78-80-87-88-90-100,1-2-5-6-7-10-15-20-26-27-33-35-37-42-43-69-85
Exploud,Soundproof-Scrappy,Crunch-Fire Fang-Ice Fang-Astonish-Boomburst-Howl-Echoed Voice-Bite-Pound-Thunder Fang-Screech-Supersonic-Stomp-Uproar-Roar-Rest-Sleep Talk-Hyper Voice-Synchronoise-Hyper Beam,0-1-1-1-1-1-1-1-1-1-15-18-23-27-32-36-42-47-53-64,1-5-6-10-11-12-13-14-15-17-18-21-22-23-26-27-30-31-32-35-38-39-41-42-44-45-48-49-50-52-56-68-78-80-87-88-90-94-100,1-2-3-4-5-6-7-10-15-20-24-26-27-32-33-35-37-42-43-64-69-85
Makuhita,Thick Fat-Guts-Sheer Force,Tackle-Focus Energy-Sand Attack-Arm Thrust-Fake Out-Force Palm-Whirlwind-Knock Off-Vital Throw-Belly Drum-Smelling Salts-Seismic Toss-Wake Up Slap-Endure-Close Combat-Reversal-Heavy Slam,1-1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46,1-6-8-10-11-17-18-21-23-26-27-31-32-39-42-44-45-47-48-52-56-78-80-84-87-88-90-94-100,
Hariyama,Thick Fat-Guts-Sheer Force,Arm Thrust-Tackle-Focus Energy-Sand Attack-Brine-Fake Out-Force Palm-Whirlwind-Knock Off-Vital Throw-Belly Drum-Smelling Salts-Seismic Toss-Wake Up Slap-Endure-Close Combat-Reversal-Heavy Slam,1-1-1-1-1-10-13-16-19-22-26-30-34-38-42-46-50-54,1-6-8-10-11-15-17-18-21-23-26-27-31-32-39-42-44-45-47-48-52-56-66-68-71-78-80-84-87-88-90-94-100,
Azurill,Thick Fat-Huge Power-Sap Sipper,Splash-Water Gun-Tail Whip-Water Sport-Bubble-Charm-Bubble Beam-Helping Hand-Slam-Bounce,1-1-2-5-7-10-13-16-20-23,1-6-7-10-13-14-16-17-18-21-27-32-42-44-45-48-55-87-88-90-94-98-100,1-4-5-6-16-20-26-27-30-31-35-42-45-84-85
Nosepass,Sturdy-Magnet Pull-Sand Force,Tackle-Harden-Block-Rock Throw-Thunder Wave-Rest-Spark-Rock Slide-Power Gem-Rock Blast-Discharge-Sandstorm-Earth Power-Stone Edge-Lock On-Zap Cannon,1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-43,6-10-11-12-17-21-23-24-25-26-27-32-37-39-41-42-44-45-48-64-69-71-72-73-78-80-87-88-90-99-100,
Skitty,Cute Charm-Normalize-Wonder Skin,Tail Whip-Tackle-Fake Out-Growl-Foresight-Sing-Attract-Disarming Voice-Double Slap-Copycat-Feint Attack-Charm-Wake Up Slap-Assist-Covet-Heal Bell-Double Edge-Captivate-Play Rough,1-1-1-1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46,1-4-6-10-11-13-14-17-18-20-21-22-24-25-27-30-32-42-44-45-48-49-57-66-73-77-85-86-87-88-90-93-100,
Delcatty,Cute Charm-Normalize-Wonder Skin,Sing-Double Slap-Fake Out-Attract,1-1-1-1,1-4-6-10-11-13-14-15-17-18-20-21-22-24-25-27-30-32-42-44-45-48-49-57-66-68-73-77-85-86-87-88-90-93-100,
Sableye,Keen Eye-Stall-Prankster,Leer-Scratch-Foresight-Night Shade-Astonish-Fury Swipes-Detect-Shadow Sneak-Feint Attack-Fake Out-Punishment-Knock Off-Shadow Claw-Confuse Ray-Zen Headbutt-Power Gem-Shadow Ball-Foul Play-Quash-Mean Look,1-1-4-6-9-11-14-16-19-21-24-26-29-31-34-36-39-41-44-46,4-6-10-11-12-17-18-21-27-29-30-31-32-39-40-41-42-44-45-46-47-48-56-60-61-63-65-66-77-84-85-87-88-90-95-97-99-100,1-7-11-14-20-26-27-30-33-37-38-49-52-57-58-63-68-69-81-83-92
Mega Sableye,Magic Bounce,Leer-Scratch-Foresight-Night Shade-Astonish-Fury Swipes-Detect-Shadow Sneak-Feint Attack-Fake Out-Punishment-Knock Off-Shadow Claw-Confuse Ray-Zen Headbutt-Power Gem-Shadow Ball-Foul Play-Quash-Mean Look,1-1-4-6-9-11-14-16-19-21-24-26-29-31-34-36-39-41-44-46,4-6-10-11-12-17-18-21-27-29-30-31-32-39-40-41-42-44-45-46-47-48-56-60-61-63-65-66-77-84-85-87-88-90-95-97-99-100,1-7-11-14-20-26-27-30-33-37-38-49-52-57-58-63-68-69-81-83-92
Mega Mawile,Huge Power,Astonish-Taunt-Iron Head-Fairy Wind-Play Rough-Growl-Fake Tears-Bite-Sweet Scent-Vice Grip-Feint Attack-Baton Pass-Crunch-Iron Defense-Sucker Punch-Spit Up-Stockpile-Swallow,1-1-1-1-1-1-5-9-13-17-21-25-29-33-37-41-41-41,6-10-11-12-13-15-17-18-21-22-27-30-31-32-35-36-37-38-39-41-42-44-45-48-52-54-56-57-63-66-68-71-75-77-80-86-87-88-90-91-97-100,0-1-2-5-15-20-22-26-27-29-32-33-37-46-58-64-70-74-75-76-77-81-90-97
Mawile,Hyper Cutter-Intimidate-Sheer Force,Astonish-Taunt-Iron Head-Fairy Wind-Play Rough-Growl-Fake Tears-Bite-Sweet Scent-Vice Grip-Feint Attack-Baton Pass-Crunch-Iron Defense-Sucker Punch-Spit Up-Stockpile-Swallow,1-1-1-1-1-1-5-9-13-17-21-25-29-33-37-41-41-41,6-10-11-12-13-15-17-18-21-22-27-30-31-32-35-36-37-38-39-41-42-44-45-48-52-54-56-57-63-66-68-71-75-77-80-86-87-88-90-91-97-100,0-1-2-5-15-20-22-26-27-29-32-33-37-46-58-64-70-74-75-76-77-81-90-97
Aron,Sturdy-Rock Head-Heavy Metal,Harden-Tackle-Mud Slap-Headbutt-Metal Claw-Rock Tomb-Protect-Roar-Iron Head-Rock Slide-Take Down-Metal Sound-Iron Tail-Iron Defense-Double Edge-Autotomize-Heavy Slam-Metal Burst,1-1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49,5-6-10-11-17-18-21-26-27-32-37-39-40-42-44-45-48-65-69-78-80-87-88-90-100,1-10-20-21-26-27-31-35-39-46-67-74-76-79-99
Lairon,Sturdy-Rock Head-Heavy Metal,Harden-Tackle-Mud Slap-Headbutt-Metal Claw-Rock Tomb-Protect-Roar-Iron Head-Rock Slide-Take Down-Metal Sound-Iron Tail-Iron Defense-Double Edge-Autotomize-Heavy Slam-Metal Burst,1-1-1-1-10-13-16-19-22-25-28-31-35-39-43-47-51-55,5-6-10-11-17-18-21-26-27-32-37-39-40-42-44-45-48-65-69-71-78-80-87-88-90-100,1-10-20-21-26-27-31-35-39-46-67-74-75-76-79-99
Mega Aggron,Filter,Harden-Tackle-Mud Slap-Headbutt-Metal Claw-Rock Tomb-Protect-Roar-Iron Head-Rock Slide-Take Down-Metal Sound-Iron Tail-Iron Defense-Double Edge-Autotomize-Heavy Slam-Metal Burst,1-1-1-1-10-13-16-19-22-25-28-31-35-39-45-51-57-63,2-5-6-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-31-32-35-37-38-39-40-42-44-45-48-52-56-59-65-66-67-68-69-71-73-78-80-82-87-88-90-91-94-97-100,1-2-3-4-5-6-7-8-9-10-15-20-21-24-26-27-31-32-35-37-39-46-47-58-62-64-67-70-74-75-76-79-94-99
Aggron,Sturdy-Rock Head-Heavy Metal,Harden-Tackle-Mud Slap-Headbutt-Metal Claw-Rock Tomb-Protect-Roar-Iron Head-Rock Slide-Take Down-Metal Sound-Iron Tail-Iron Defense-Double Edge-Autotomize-Heavy Slam-Metal Burst,1-1-1-1-10-13-16-19-22-25-28-31-35-39-45-51-57-63,2-5-6-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-31-32-35-37-38-39-40-42-44-45-48-52-56-59-65-66-67-68-69-71-73-78-80-82-87-88-90-91-94-97-100,1-2-3-4-5-6-7-8-9-10-15-20-21-24-26-27-31-32-35-37-39-46-47-58-62-64-67-70-74-75-76-79-94-99
Meditite,Pure Power-Telepathy,Bide-Meditate-Confusion-Detect-Endure-Feint-Force Palm-Hidden Power-Calm Mind-Mind Reader-High Jump Kick-Psych Up-Acupressure-Power Trick-Reversal-Recover-Counter,1-4-7-9-12-15-17-20-23-25-28-31-33-36-39-41-44,1-3-4-6-8-10-11-16-17-18-21-27-29-30-31-32-33-39-42-44-45-47-48-52-56-77-80-84-85-86-87-88-90-100,
Mega Medicham,Pure Power,Bide-Fire Punch-Ice Punch-Detect-Thunder Punch-Confusion-Zen Headbutt-Meditate-Endure-Feint-Force Palm-Hidden Power-Calm Mind-Mind Reader-High Jump Kick-Psych Up-Acupressure-Power Trick-Reversal-Recover-Counter,1-1-1-1-1-1-1-1-12-15-17-20-23-25-28-31-33-36-42-47-53,1-3-4-6-8-10-11-15-16-17-18-21-27-29-30-31-32-33-39-42-44-45-47-48-52-53-56-68-77-80-84-85-86-87-88-90-100,
